PID PPID PGID PSR %CPU %MEM RSS STAT COMMAND
2504296 2 0 31 0.0 0.0 0 I 31:7-events]
2504297 2 0 31 0.0 0.0 0 I md127]
2504298 2 0 31 0.0 0.0 0 I md127]
2504299 2 0 31 0.0 0.0 0 I md127]
2504300 2 0 31 0.0 0.0 0 I md127]
2504301 2 0 31 0.0 0.0 0 I md127]
2504302 2 0 31 0.0 0.0 0 I md127]
2504303 2 0 48 0.0 0.0 0 I md127]
2504304 2 0 31 0.0 0.0 0 I md127]
2504305 2 0 48 0.0 0.0 0 I md127]
2504306 2 0 31 0.0 0.0 0 I md127]
2504307 2 0 48 0.0 0.0 0 I 48:6-rcu_par_gp]
2504308 2 0 31 0.0 0.0 0 I 31:16]
2504309 2 0 48 0.0 0.0 0 I 48:7-mm_percpu_wq]
2504310 2 0 48 0.0 0.0 0 I md127]
2504311 2 0 31 0.0 0.0 0 I 31:17]
2504312 2 0 48 0.0 0.0 0 I 48:9]
2504327 2 0 44 0.0 0.0 0 I 44:0-mm_percpu_wq]
2504497 2 0 123 0.0 0.0 0 I 123:3-events]
2504498 2 0 1 0.0 0.0 0 I 1:3-rcu_gp]
2504499 2 0 67 0.0 0.0 0 I md127]
2504500 2 0 12 0.0 0.0 0 I md127]
2504501 2 0 12 0.0 0.0 0 I 12:3-events]
2504502 2 0 94 0.0 0.0 0 I md127]
2504503 2 0 95 0.0 0.0 0 I md127]
2504504 2 0 94 0.0 0.0 0 I md127]
2504505 2 0 94 0.0 0.0 0 I 94:4-mm_percpu_wq]
2504506 2 0 94 0.0 0.0 0 I md127]
2504507 2 0 95 0.0 0.0 0 I md127]
2504508 2 0 94 0.0 0.0 0 I 94:6]
2504509 2 0 95 0.0 0.0 0 I md127]
2504510 2 0 95 0.0 0.0 0 I 95:5-mm_percpu_wq]
2504511 2 0 32 0.0 0.0 0 I md127]
2504512 2 0 32 0.0 0.0 0 I 32:5-mm_percpu_wq]
2504513 2 0 32 0.0 0.0 0 I md127]
2504514 2 0 32 0.0 0.0 0 I 32:7]
2504529 2 0 124 0.0 0.0 0 I 124:2-cgroup_release]
2504642 2 0 72 0.0 0.0 0 I 72:3]
2504674 1644659 2504674 0 104 0.0 473424 Rsl python
2504752 2 0 50 0.0 0.0 0 I md127]
2504771 2 0 68 0.0 0.0 0 I 68:0]
2504975 2 0 4 0.0 0.0 0 I 4:0-cgroup_free]
2504991 2 0 125 0.0 0.0 0 I md127]
2504995 2 0 34 0.0 0.0 0 I 34:1-mm_percpu_wq]
2506084 2 0 126 0.0 0.0 0 I md127]
2506090 2 0 5 0.0 0.0 0 I 5:1-mm_percpu_wq]
2506094 2 0 6 0.0 0.0 0 I 6:0-mm_percpu_wq]
2506095 2 0 6 0.0 0.0 0 I 6:3]
2506096 2 0 6 0.0 0.0 0 I md127]
2506097 2 0 6 0.0 0.0 0 I 6:5]
2506099 2 0 125 0.0 0.0 0 I 125:3-cgroup_free]
2506100 2 0 125 0.0 0.0 0 I md127]
2506108 2 0 126 0.0 0.0 0 I md127]
2506109 2 0 125 0.0 0.0 0 I 125:5-mm_percpu_wq]
2506110 2 0 126 0.0 0.0 0 I md127]
2506111 2 0 126 0.0 0.0 0 I md127]
2506112 2 0 126 0.0 0.0 0 I md127]
2506113 2 0 126 0.0 0.0 0 I md127]
2506114 2 0 126 0.0 0.0 0 I md127]
2506115 2 0 126 0.0 0.0 0 I 126:9-mm_percpu_wq]
2506116 2 0 125 0.0 0.0 0 I md127]
2506117 2 0 125 0.0 0.0 0 I 125:7]
2506118 2 0 126 0.0 0.0 0 I 126:10]
2506121 2 0 50 0.0 0.0 0 I 50:3-mm_percpu_wq]
2506126 2 0 50 0.0 0.0 0 I 50:4]
2506645 2 0 116 0.0 0.0 0 I 116:2-mm_percpu_wq]
2506973 2 0 69 0.0 0.0 0 I 69:1-mm_percpu_wq]
2506974 2 0 70 0.0 0.0 0 I 70:2-mm_percpu_wq]
2507178 1644656 2507178 24 105 0.0 415436 Rsl python
2507289 2 0 43 0.0 0.0 0 I 43:0-mm_percpu_wq]
2507290 2 0 102 0.0 0.0 0 I 102:2-cgroup_free]
2507601 2 0 24 0.0 0.0 0 I 24:0]
2507978 2 0 53 0.0 0.0 0 I 53:1]
2508089 1644658 2508089 8 105 0.0 423456 Rsl python
2508366 2 0 26 0.0 0.0 0 I 26:0-cgroup_release]
2508367 2 0 23 0.0 0.0 0 I 23:1-cgroup_free]
2508712 2 0 37 0.0 0.0 0 I 37:0]
2508924 2 0 40 0.0 0.0 0 I 40:2]
2508957 2 0 41 0.0 0.0 0 I 41:0]
2512810 2 0 87 0.0 0.0 0 I 87:0-cgroup_free]
2512836 2 0 87 0.0 0.0 0 I 87:3-mm_percpu_wq]
2513752 2 0 75 0.0 0.0 0 I 75:1]
2514283 2 0 33 0.0 0.0 0 I 33:0]
2514325 2 0 90 0.0 0.0 0 I 90:2-rcu_par_gp]
2514355 2 0 93 0.0 0.0 0 I 93:2-mm_percpu_wq]
2514532 2 0 45 0.0 0.0 0 I 45:1-rcu_gp]
2514580 2 0 81 0.0 0.0 0 I 81:0]
2514660 2 0 117 0.0 0.0 0 I 117:2]
2515122 1644656 2515122 46 111 0.0 383296 Rsl python
2515192 2 0 114 0.0 0.0 0 I 114:0-mm_percpu_wq]
2515494 1644661 2515494 96 113 0.0 406780 Rsl python
2515724 2 0 105 0.0 0.0 0 I 105:2-cgroup_free]
2515740 2 0 61 0.0 0.0 0 I 61:2]
2515830 2 0 18 0.0 0.0 0 I 18:0-rcu_gp]
2515877 2 0 121 0.0 0.0 0 I 121:2-rcu_par_gp]
2515912 1644661 2515912 31 116 0.0 395476 Rsl python
2516135 1644654 2516135 72 116 0.0 405840 Rsl python
2516136 1644661 2516136 1 112 0.0 385748 Rsl python
2516549 1644661 2516549 63 119 0.0 383904 Rsl python
2516644 2 0 22 0.0 0.0 0 I 22:2]
2516659 2 0 100 0.0 0.0 0 I 100:0-mm_percpu_wq]
2516664 2 0 56 0.0 0.0 0 I 56:2]
2516976 1644656 2516976 15 127 0.0 396644 Rsl python
2517461 1644661 2517461 120 133 0.0 378124 Rsl python
2517539 2 0 28 0.0 0.0 0 I 28:0-events]
2517700 2 0 120 0.0 0.0 0 I 120:1-cgroup_free]
2517845 2 0 29 0.0 0.0 0 I 29:2-mm_percpu_wq]
2517866 2 0 30 0.0 0.0 0 I 30:0]
2518031 1644659 2518031 85 360 0.0 273772 Rsl python
2518099 1391246 2518099 107 22.7 0.0 3832 Ss bash
2518316 1764 1764 64 0.0 0.0 4704 S (udev-worker)
2518383 1 2518383 101 61.1 0.0 35888 Dsl python3
2518429 2500443 0 61 350 0.0 4088 R modprobe
2518441 2518099 2518099 64 0.0 0.0 6132 R ps
